date,district,rainfall_mm,rolling_7d,reservoir_level_pct,capacity_mcft,flood
2023-08-08,Kakinada,15.82,105.68999999999998,100.0,1805,1
2023-08-09,Kakinada,11.34,103.13999999999999,100.0,1805,1
2023-08-10,Kakinada,0.9,81.27999999999999,100.0,1805,1
2023-08-11,Kakinada,3.62,83.30999999999997,100.0,1805,1
2023-08-12,Kakinada,11.8,88.68999999999998,100.0,1805,1
2023-08-13,Kakinada,4.69,60.47999999999999,100.0,1805,0
2023-08-14,Kakinada,1.03,49.19999999999998,100.0,1805,0
2023-08-15,Kakinada,37.11,70.48999999999998,100.0,1805,0
2023-08-16,Kakinada,79.47,138.61999999999998,100.0,1805,1
2023-08-17,Kakinada,31.51,169.22999999999996,100.0,1805,1
2023-08-18,Kakinada,38.45,204.05999999999997,100.0,1805,1
2023-08-19,Kakinada,5.54,197.79999999999998,100.0,1805,1
2023-08-20,Kakinada,64.69,257.8,100.0,1805,1
2023-08-21,Kakinada,4.39,261.15999999999997,100.0,1805,1
2023-08-22,Kakinada,60.49,284.53999999999996,100.0,1805,1
2023-08-23,Kakinada,105.26,310.33,100.0,1805,1
2023-08-24,Kakinada,24.88,303.7,100.0,1805,1
2023-08-25,Kakinada,79.42,344.67,100.0,1805,1
2023-08-26,Kakinada,16.86,355.99,100.0,1805,1
2023-08-27,Kakinada,6.01,297.31,100.0,1805,1
2023-08-28,Kakinada,11.49,304.40999999999997,100.0,1805,1
2023-08-29,Kakinada,18.01,261.92999999999995,100.0,1805,1
2023-08-30,Kakinada,1.52,158.18999999999997,100.0,1805,1
2023-08-31,Kakinada,19.48,152.78999999999996,100.0,1805,1
2023-09-01,Kakinada,79.45,152.82,100.0,1805,1
2023-09-02,Kakinada,4.22,140.17999999999998,100.0,1805,1
2023-09-03,Kakinada,31.46,165.62999999999997,100.0,1805,1
2023-09-04,Kakinada,47.7,201.84,100.0,1805,1
2023-09-05,Kakinada,57.54,241.36999999999998,100.0,1805,1
2023-09-06,Kakinada,64.45,304.29999999999995,100.0,1805,1
2023-09-07,Kakinada,14.74,299.56,100.0,1805,1
2023-09-08,Kakinada,75.71,295.81999999999994,100.0,1805,1
2023-09-09,Kakinada,28.32,319.91999999999996,100.0,1805,1
2023-09-10,Kakinada,3.53,291.98999999999995,100.0,1805,1
2023-09-11,Kakinada,12.96,257.24999999999994,100.0,1805,1
2023-09-12,Kakinada,25.34,225.04999999999995,100.0,1805,1
2023-09-13,Kakinada,5.68,166.27999999999997,100.0,1805,1
2023-09-14,Kakinada,20.47,172.00999999999996,100.0,1805,1
2023-09-15,Kakinada,21.97,118.26999999999997,100.0,1805,1
2023-09-16,Kakinada,3.55,93.49999999999996,100.0,1805,1
2023-09-17,Kakinada,16.65,106.61999999999998,100.0,1805,1
2023-09-18,Kakinada,29.54,123.19999999999996,100.0,1805,1
2023-09-19,Kakinada,13.82,111.67999999999996,100.0,1805,1
2023-09-20,Kakinada,0.24,106.23999999999997,100.0,1805,1
2023-09-21,Kakinada,0.18,85.94999999999997,100.0,1805,1
2023-09-22,Kakinada,8.83,72.80999999999997,100.0,1805,0
2023-09-23,Kakinada,52.13,121.38999999999997,100.0,1805,1
2023-09-24,Kakinada,5.19,109.92999999999996,100.0,1805,1
2023-09-25,Kakinada,20.12,100.50999999999998,100.0,1805,1
2023-09-26,Kakinada,5.02,91.70999999999997,100.0,1805,1
2023-09-27,Kakinada,7.76,99.22999999999998,100.0,1805,1
2023-09-28,Kakinada,37.68,136.72999999999996,100.0,1805,1
2023-09-29,Kakinada,26.1,153.99999999999997,100.0,1805,1
2023-09-30,Kakinada,2.01,103.87999999999998,100.0,1805,1
2023-10-01,Kakinada,1.68,100.36999999999998,99.75,1805,1
2023-10-02,Kakinada,0.09,80.33999999999997,98.97,1805,1
2023-10-03,Kakinada,1.97,77.28999999999998,98.78,1805,0
2023-10-04,Kakinada,3.26,72.78999999999998,98.42,1805,0
2023-10-05,Kakinada,0.38,35.489999999999974,98.3,1805,0
2023-10-06,Kakinada,1.02,10.409999999999972,98.05,1805,0
2023-10-07,Kakinada,1.52,9.919999999999972,97.4,1805,0
2023-10-08,Kakinada,7.56,15.799999999999972,97.16,1805,0
2023-10-09,Kakinada,15.0,30.709999999999972,97.0,1805,0
2023-10-10,Kakinada,0.14,28.879999999999974,96.57,1805,0
2023-10-11,Kakinada,4.29,29.90999999999997,96.46,1805,0
2023-10-12,Kakinada,1.39,30.919999999999973,96.3,1805,0
2023-10-13,Kakinada,1.5,31.399999999999974,95.64,1805,0
2023-10-14,Kakinada,4.21,34.089999999999975,95.0,1805,0
2023-10-15,Kakinada,7.52,34.04999999999997,94.26,1805,0
2023-10-16,Kakinada,9.04,28.089999999999968,93.56,1805,0
2023-10-17,Kakinada,2.58,30.52999999999997,92.98,1805,0
2023-10-18,Kakinada,1.33,27.569999999999972,92.85,1805,0
2023-10-19,Kakinada,4.65,30.82999999999997,92.2,1805,0
2023-10-20,Kakinada,0.87,30.19999999999997,91.51,1805,0
2023-10-21,Kakinada,2.49,28.479999999999972,90.85,1805,0
2023-10-22,Kakinada,1.33,22.289999999999974,90.39,1805,0
2023-10-23,Kakinada,3.21,16.459999999999972,90.13,1805,0
2023-10-24,Kakinada,0.82,14.699999999999973,89.44,1805,0
2023-10-25,Kakinada,0.64,14.009999999999973,88.83,1805,0
2023-10-26,Kakinada,7.51,16.869999999999973,88.04,1805,0
2023-10-27,Kakinada,0.32,16.319999999999972,87.83,1805,0
2023-10-28,Kakinada,2.12,15.94999999999997,87.57,1805,0
2023-10-29,Kakinada,0.75,15.369999999999973,87.33,1805,0
2023-10-30,Kakinada,0.12,12.279999999999971,86.67,1805,0
2023-10-31,Kakinada,0.11,11.569999999999972,86.44,1805,0
2023-11-01,Kakinada,0.58,11.50999999999997,86.29,1805,0
2023-11-02,Kakinada,6.05,10.049999999999972,85.49,1805,0
2023-11-03,Kakinada,1.0,10.729999999999972,85.38,1805,0
2023-11-04,Kakinada,9.01,17.61999999999997,84.69,1805,0
2023-11-05,Kakinada,2.61,19.479999999999972,84.34,1805,0
2023-11-06,Kakinada,1.72,21.07999999999997,83.65,1805,0
2023-11-07,Kakinada,2.6,23.569999999999972,83.16,1805,0
2023-11-08,Kakinada,2.18,25.169999999999973,82.43,1805,0
2023-11-09,Kakinada,4.27,23.389999999999972,81.68,1805,0
2023-11-10,Kakinada,1.0,23.389999999999972,81.57,1805,0
2023-11-11,Kakinada,1.31,15.68999999999997,81.42,1805,0
2023-11-12,Kakinada,6.74,19.819999999999972,81.14,1805,0
2023-11-13,Kakinada,8.78,26.87999999999997,80.58,1805,0
2023-11-14,Kakinada,6.69,30.96999999999997,79.85,1805,0
2023-11-15,Kakinada,1.63,30.41999999999997,79.43,1805,0
2023-11-16,Kakinada,4.55,30.69999999999997,78.91,1805,0
2023-11-17,Kakinada,1.94,31.63999999999997,78.68,1805,0
2023-11-18,Kakinada,2.06,32.38999999999997,78.01,1805,0
2023-11-19,Kakinada,0.69,26.339999999999968,77.24,1805,0
2023-11-20,Kakinada,2.68,20.239999999999966,76.95,1805,0
2023-11-21,Kakinada,0.62,14.16999999999997,76.5,1805,0
2023-11-22,Kakinada,1.21,13.74999999999997,76.34,1805,0
2023-11-23,Kakinada,5.79,14.98999999999997,75.85,1805,0
2023-11-24,Kakinada,0.7,13.74999999999997,75.4,1805,0
2023-11-25,Kakinada,0.22,11.90999999999997,75.2,1805,0
2023-11-26,Kakinada,0.21,11.42999999999997,74.79,1805,0
2023-11-27,Kakinada,8.48,17.22999999999997,74.45,1805,0
2023-11-28,Kakinada,2.12,18.72999999999997,73.99,1805,0
2023-11-29,Kakinada,1.58,19.09999999999997,73.48,1805,0
2023-11-30,Kakinada,5.0,18.30999999999997,73.37,1805,0
2023-12-01,Kakinada,5.42,23.02999999999997,72.74,1805,0
2023-12-02,Kakinada,1.21,24.01999999999997,72.14,1805,0
2023-12-03,Kakinada,3.55,27.35999999999997,71.78,1805,0
2023-12-04,Kakinada,4.42,23.29999999999997,71.65,1805,0
2023-12-05,Kakinada,3.19,24.36999999999997,71.02,1805,0
2023-12-06,Kakinada,0.49,23.27999999999997,70.25,1805,0
2023-12-07,Kakinada,6.26,24.53999999999997,69.98,1805,0
2023-12-08,Kakinada,2.32,21.43999999999997,69.65,1805,0
2023-12-09,Kakinada,1.0,21.22999999999997,69.43,1805,0
2023-12-10,Kakinada,1.66,19.33999999999997,68.92,1805,0
2023-12-11,Kakinada,0.11,15.029999999999967,68.71,1805,0
2023-12-12,Kakinada,0.41,12.249999999999968,68.36,1805,0
2023-12-13,Kakinada,4.35,16.109999999999967,67.78,1805,0
2023-12-14,Kakinada,0.0,9.84999999999997,67.28,1805,0
2023-12-15,Kakinada,1.62,9.14999999999997,66.91,1805,0
2023-12-16,Kakinada,2.22,10.36999999999997,66.52,1805,0
2023-12-17,Kakinada,0.17,8.87999999999997,66.03,1805,0
2023-12-18,Kakinada,10.84,19.60999999999997,65.92,1805,0
2023-12-19,Kakinada,0.77,19.96999999999997,65.77,1805,0
2023-12-20,Kakinada,1.09,16.70999999999997,65.05,1805,0
2023-12-21,Kakinada,1.09,17.79999999999997,64.9,1805,0
2023-12-22,Kakinada,0.79,16.96999999999997,64.3,1805,0
2023-12-23,Kakinada,0.0,14.74999999999997,63.56,1805,0
2023-12-24,Kakinada,3.92,18.49999999999997,63.27,1805,0
2023-12-25,Kakinada,10.22,17.87999999999997,62.91,1805,0
2023-12-26,Kakinada,0.76,17.869999999999973,62.41,1805,0
2023-12-27,Kakinada,3.26,20.03999999999997,61.69,1805,0
2023-12-28,Kakinada,4.06,23.00999999999997,60.93,1805,0
2023-12-29,Kakinada,5.66,27.87999999999997,60.32,1805,0
2023-12-30,Kakinada,1.65,29.52999999999997,60.15,1805,0
2023-12-31,Kakinada,1.08,26.68999999999997,59.59,1805,0
2023-01-01,Kurnool,0.54,0.54,86.58,3766,0
2023-01-02,Kurnool,5.06,5.6,85.81,3766,0
2023-01-03,Kurnool,3.28,8.879999999999999,85.68,3766,0
2023-01-04,Kurnool,2.22,11.1,85.51,3766,0
2023-01-05,Kurnool,1.33,12.43,85.38,3766,0
2023-01-06,Kurnool,6.29,18.72,85.15,3766,0
2023-01-07,Kurnool,1.49,20.21,84.67,3766,0
2023-01-08,Kurnool,5.09,24.76,84.12,3766,0
2023-01-09,Kurnool,1.73,21.430000000000003,83.98,3766,0
2023-01-10,Kurnool,1.42,19.57,83.22,3766,0
2023-01-11,Kurnool,1.86,19.21,82.53,3766,0
2023-01-12,Kurnool,1.08,18.96,82.22,3766,0
2023-01-13,Kurnool,4.13,16.8,82.07,3766,0
2023-01-14,Kurnool,2.1,17.41,81.85,3766,0
2023-01-15,Kurnool,0.79,13.110000000000001,81.66,3766,0
2023-01-16,Kurnool,6.9,18.28,81.48,3766,0
2023-01-17,Kurnool,1.45,18.31,81.01,3766,0
2023-01-18,Kurnool,2.35,18.8,80.74,3766,0
2023-01-19,Kurnool,7.11,24.830000000000002,80.39,3766,0
2023-01-20,Kurnool,2.94,23.640000000000004,79.6,3766,0
2023-01-21,Kurnool,0.37,21.91,79.02,3766,0
2023-01-22,Kurnool,8.43,29.550000000000004,78.25,3766,0
2023-01-23,Kurnool,2.96,25.61,78.05,3766,0
2023-01-24,Kurnool,1.22,25.380000000000003,77.69,3766,0
2023-01-25,Kurnool,0.45,23.48,77.2,3766,0
2023-01-26,Kurnool,4.74,21.11,77.05,3766,0
2023-01-27,Kurnool,2.9,21.07,76.94,3766,0
2023-01-28,Kurnool,2.29,22.990000000000002,76.37,3766,0
2023-01-29,Kurnool,6.73,21.29,75.82,3766,0
2023-01-30,Kurnool,4.66,22.990000000000002,75.44,3766,0
2023-01-31,Kurnool,0.49,22.26,74.99,3766,0
2023-02-01,Kurnool,1.12,22.930000000000003,74.6,3766,0
2023-02-02,Kurnool,0.86,19.05,74.49,3766,0
2023-02-03,Kurnool,4.09,20.240000000000002,74.15,3766,0
2023-02-04,Kurnool,0.1,18.05,73.93,3766,0
2023-02-05,Kurnool,2.53,13.85,73.76,3766,0
2023-02-06,Kurnool,4.31,13.5,72.99,3766,0
2023-02-07,Kurnool,6.28,19.29,72.47,3766,0
2023-02-08,Kurnool,1.26,19.43,71.86,3766,0
2023-02-09,Kurnool,5.17,23.74,71.54,3766,0
2023-02-10,Kurnool,0.35,20.0,71.16,3766,0
2023-02-11,Kurnool,5.62,25.52,70.9,3766,0
2023-02-12,Kurnool,0.41,23.4,70.73,3766,0
2023-02-13,Kurnool,1.52,20.61,70.5,3766,0
2023-02-14,Kurnool,4.79,19.119999999999997,69.85,3766,0
2023-02-15,Kurnool,0.49,18.349999999999998,69.27,3766,0
2023-02-16,Kurnool,0.78,13.959999999999999,68.79,3766,0
2023-02-17,Kurnool,3.84,17.45,68.36,3766,0
2023-02-18,Kurnool,3.82,15.649999999999999,67.61,3766,0
2023-02-19,Kurnool,3.07,18.31,67.46,3766,0
2023-02-20,Kurnool,3.55,20.34,67.16,3766,0
2023-02-21,Kurnool,2.35,17.9,66.82,3766,0
2023-02-22,Kurnool,0.87,18.28,66.17,3766,0
2023-02-23,Kurnool,1.27,18.77,65.38,3766,0
2023-02-24,Kurnool,0.6,15.53,65.11,3766,0
2023-02-25,Kurnool,7.17,18.88,64.4,3766,0
2023-02-26,Kurnool,2.63,18.439999999999998,63.71,3766,0
2023-02-27,Kurnool,1.54,16.43,63.46,3766,0
2023-02-28,Kurnool,1.86,15.94,63.08,3766,0
2023-03-01,Kurnool,8.83,23.9,62.69,3766,0
2023-03-02,Kurnool,0.5,23.130000000000003,61.91,3766,0
2023-03-03,Kurnool,2.65,25.18,61.68,3766,0
2023-03-04,Kurnool,2.11,20.12,61.02,3766,0
2023-03-05,Kurnool,2.84,20.330000000000002,60.69,3766,0
2023-03-06,Kurnool,0.05,18.84,60.07,3766,0
2023-03-07,Kurnool,6.17,23.15,59.68,3766,0
2023-03-08,Kurnool,8.07,22.39,59.17,3766,0
2023-03-09,Kurnool,2.5,24.39,58.49,3766,0
2023-03-10,Kurnool,3.58,25.32,57.83,3766,0
2023-03-11,Kurnool,7.67,30.880000000000003,57.12,3766,0
2023-03-12,Kurnool,3.69,31.729999999999997,56.98,3766,0
2023-03-13,Kurnool,0.5,32.18,56.4,3766,0
2023-03-14,Kurnool,2.58,28.59,56.2,3766,0
2023-03-15,Kurnool,2.8,23.319999999999997,55.81,3766,0
2023-03-16,Kurnool,1.66,22.479999999999997,55.32,3766,0
2023-03-17,Kurnool,4.0,22.9,54.94,3766,0
2023-03-18,Kurnool,8.17,23.4,54.48,3766,0
2023-03-19,Kurnool,7.79,27.499999999999996,53.68,3766,0
2023-03-20,Kurnool,1.8,28.799999999999997,53.49,3766,0
2023-03-21,Kurnool,0.36,26.58,52.91,3766,0
2023-03-22,Kurnool,12.57,36.349999999999994,52.54,3766,0
2023-03-23,Kurnool,5.48,40.17,52.34,3766,0
2023-03-24,Kurnool,0.4,36.57,52.13,3766,0
2023-03-25,Kurnool,7.61,36.01,51.37,3766,0
2023-03-26,Kurnool,6.12,34.34,50.65,3766,0
2023-03-27,Kurnool,2.19,34.73,49.92,3766,0
2023-03-28,Kurnool,2.68,37.05,49.12,3766,0
2023-03-29,Kurnool,1.53,26.01,48.88,3766,0
2023-03-30,Kurnool,0.17,20.7,48.53,3766,0
2023-03-31,Kurnool,1.22,21.520000000000003,47.96,3766,0
2023-04-01,Kurnool,4.87,18.78,47.52,3766,0
2023-04-02,Kurnool,0.01,12.67,47.13,3766,0
2023-04-03,Kurnool,1.22,11.700000000000001,46.78,3766,0
2023-04-04,Kurnool,1.52,10.54,46.26,3766,0
2023-04-05,Kurnool,2.31,11.32,45.76,3766,0
2023-04-06,Kurnool,7.57,18.72,45.55,3766,0
2023-04-07,Kurnool,1.28,18.78,45.12,3766,0
2023-04-08,Kurnool,1.28,15.190000000000001,44.63,3766,0
2023-04-09,Kurnool,4.01,19.19,44.13,3766,0
2023-04-10,Kurnool,1.81,19.78,43.88,3766,0
2023-04-11,Kurnool,0.76,19.02,43.26,3766,0
2023-04-12,Kurnool,1.81,18.52,43.14,3766,0
2023-04-13,Kurnool,0.46,11.41,42.8,3766,0
2023-04-14,Kurnool,0.58,10.71,42.15,3766,0
2023-04-15,Kurnool,2.07,11.5,41.66,3766,0
2023-04-16,Kurnool,1.63,9.120000000000001,41.37,3766,0
2023-04-17,Kurnool,7.39,14.7,40.79,3766,0
2023-04-18,Kurnool,1.35,15.29,40.29,3766,0
2023-04-19,Kurnool,2.61,16.09,39.63,3766,0
2023-04-20,Kurnool,3.0,18.63,39.02,3766,0
2023-04-21,Kurnool,0.04,18.089999999999996,38.49,3766,0
2023-04-22,Kurnool,3.27,19.29,38.05,3766,0
2023-04-23,Kurnool,0.59,18.25,37.85,3766,0
2023-04-24,Kurnool,9.74,20.6,37.57,3766,0
2023-04-25,Kurnool,0.48,19.729999999999997,37.18,3766,0
2023-04-26,Kurnool,1.61,18.73,36.66,3766,0
2023-04-27,Kurnool,0.27,15.999999999999998,36.2,3766,0
2023-04-28,Kurnool,17.3,33.26,35.9,3766,0
2023-04-29,Kurnool,2.09,32.08,35.79,3766,0
2023-04-30,Kurnool,2.71,34.2,35.35,3766,0
2023-05-01,Kurnool,0.21,24.67,35.05,3766,0
2023-05-02,Kurnool,4.16,28.35,34.43,3766,0
2023-05-03,Kurnool,0.71,27.45,34.31,3766,0
2023-05-04,Kurnool,6.85,34.03,33.81,3766,0
2023-05-05,Kurnool,0.69,17.419999999999998,33.05,3766,0
2023-05-06,Kurnool,0.63,15.959999999999999,32.82,3766,0
2023-05-07,Kurnool,0.11,13.360000000000001,32.39,3766,0
2023-05-08,Kurnool,1.92,15.07,32.23,3766,0
2023-05-09,Kurnool,2.5,13.41,31.69,3766,0
2023-05-10,Kurnool,0.2,12.899999999999999,31.21,3766,0
2023-05-11,Kurnool,4.48,10.530000000000001,30.82,3766,0
2023-05-12,Kurnool,1.81,11.65,30.36,3766,0
2023-05-13,Kurnool,2.23,13.25,29.63,3766,0
2023-05-14,Kurnool,1.74,14.88,29.39,3766,0
2023-05-15,Kurnool,1.54,14.5,29.28,3766,0
2023-05-16,Kurnool,2.46,14.46,28.57,3766,0
2023-05-17,Kurnool,0.51,14.770000000000001,28.07,3766,0
2023-05-18,Kurnool,0.6,10.889999999999999,27.35,3766,0
2023-05-19,Kurnool,5.94,15.020000000000001,26.83,3766,0
2023-05-20,Kurnool,8.76,21.55,26.16,3766,0
2023-05-21,Kurnool,1.4,21.21,25.76,3766,0
2023-05-22,Kurnool,0.95,20.62,25.13,3766,0
2023-05-23,Kurnool,3.1,21.26,24.4,3766,0
2023-05-24,Kurnool,1.58,22.330000000000002,23.89,3766,0
2023-05-25,Kurnool,0.08,21.81,23.67,3766,0
2023-05-26,Kurnool,0.51,16.38,23.38,3766,0
2023-05-27,Kurnool,3.78,11.4,23.14,3766,0
2023-05-28,Kurnool,3.23,13.23,22.87,3766,0
2023-05-29,Kurnool,0.08,12.36,22.55,3766,0
2023-05-30,Kurnool,0.75,10.009999999999998,22.07,3766,0
2023-05-31,Kurnool,0.79,9.22,21.55,3766,0
2023-06-01,Kurnool,22.29,31.43,22.91,3766,0
2023-06-02,Kurnool,0.4,31.319999999999997,24.64,3766,0
2023-06-03,Kurnool,2.2,29.740000000000002,25.3,3766,0
2023-06-04,Kurnool,32.18,58.69,25.98,3766,0
2023-06-05,Kurnool,3.93,62.540000000000006,26.82,3766,0
2023-06-06,Kurnool,21.15,82.94,28.36,3766,0
2023-06-07,Kurnool,5.44,87.59,29.28,3766,0
2023-06-08,Kurnool,2.09,67.39,30.35,3766,0
2023-06-09,Kurnool,5.57,72.56,31.65,3766,0
2023-06-10,Kurnool,25.62,95.98,33.77,3766,0
2023-06-11,Kurnool,38.72,102.52000000000001,34.3,3766,0
2023-06-12,Kurnool,35.47,134.06,36.1,3766,0
2023-06-13,Kurnool,10.12,123.03000000000002,37.94,3766,0
2023-06-14,Kurnool,22.06,139.65,40.04,3766,0
2023-06-15,Kurnool,4.59,142.15,42.4,3766,0
2023-06-16,Kurnool,6.94,143.52,42.94,3766,0
2023-06-17,Kurnool,45.33,163.23000000000002,43.75,3766,0
2023-06-18,Kurnool,0.26,124.77000000000001,46.02,3766,0
2023-06-19,Kurnool,1.79,91.09000000000002,47.44,3766,0
2023-06-20,Kurnool,4.66,85.63000000000001,49.07,3766,0
2023-06-21,Kurnool,0.54,64.11000000000001,50.89,3766,0
2023-06-22,Kurnool,4.0,63.52000000000001,52.75,3766,0
2023-06-23,Kurnool,17.5,74.08000000000001,55.12,3766,0
2023-06-24,Kurnool,10.94,39.69000000000001,57.61,3766,0
2023-06-25,Kurnool,44.64,84.07000000000002,59.55,3766,0
2023-06-26,Kurnool,34.01,116.29,60.62,3766,0
2023-06-27,Kurnool,8.37,120.00000000000001,62.88,3766,0
2023-06-28,Kurnool,6.01,125.47,63.48,3766,0
2023-06-29,Kurnool,9.55,131.02,64.44,3766,0
2023-06-30,Kurnool,17.85,131.37,66.74,3766,0
2023-07-01,Kurnool,6.24,126.67,67.75,3766,0
2023-07-02,Kurnool,19.57,101.60000000000001,68.69,3766,0
2023-07-03,Kurnool,10.53,78.12000000000002,69.47,3766,0
2023-07-04,Kurnool,16.06,85.81,71.69,3766,0
2023-07-05,Kurnool,11.46,91.26000000000002,73.19,3766,0
2023-07-06,Kurnool,6.98,88.69000000000001,75.04,3766,0
2023-07-07,Kurnool,59.31,130.15000000000003,76.02,3766,0
2023-07-08,Kurnool,28.85,152.76000000000002,78.03,3766,0
2023-07-09,Kurnool,3.02,136.21,80.05,3766,0
2023-07-10,Kurnool,40.57,166.25000000000003,81.18,3766,0
2023-07-11,Kurnool,13.37,163.56000000000003,82.5,3766,0
2023-07-12,Kurnool,44.99,197.09,83.42,3766,0
2023-07-13,Kurnool,32.17,222.28000000000003,85.87,3766,1
2023-07-14,Kurnool,11.08,174.05,87.66,3766,1
2023-07-15,Kurnool,0.45,145.65000000000003,90.03,3766,1
2023-07-16,Kurnool,6.26,148.89000000000001,91.14,3766,1
2023-07-17,Kurnool,15.6,123.92000000000002,93.2,3766,1
2023-07-18,Kurnool,20.07,130.62,95.23,3766,1
2023-07-19,Kurnool,5.97,91.60000000000001,97.12,3766,1
2023-07-20,Kurnool,3.0,62.430000000000014,99.55,3766,0
2023-07-21,Kurnool,36.03,87.38000000000002,100.0,3766,1
2023-07-22,Kurnool,83.21,170.14,100.0,3766,1
2023-07-23,Kurnool,14.92,178.8,100.0,3766,1
2023-07-24,Kurnool,3.77,166.97,100.0,3766,1
2023-07-25,Kurnool,6.36,153.26,100.0,3766,1
2023-07-26,Kurnool,0.37,147.66,100.0,3766,1
2023-07-27,Kurnool,49.14,193.8,100.0,3766,1
2023-07-28,Kurnool,2.51,160.28,100.0,3766,1
2023-07-29,Kurnool,17.18,94.25000000000001,100.0,3766,1
2023-07-30,Kurnool,6.41,85.74000000000001,100.0,3766,1
2023-07-31,Kurnool,16.16,98.13000000000002,100.0,3766,1
2023-08-01,Kurnool,21.08,112.85000000000002,100.0,3766,1
2023-08-02,Kurnool,35.41,147.89000000000001,100.0,3766,1
2023-08-03,Kurnool,4.62,103.37,100.0,3766,1
2023-08-04,Kurnool,0.22,101.08,100.0,3766,1
2023-08-05,Kurnool,2.94,86.84,100.0,3766,1
2023-08-06,Kurnool,46.06,126.49000000000001,100.0,3766,1
2023-08-07,Kurnool,41.41,151.74,100.0,3766,1
2023-08-08,Kurnool,18.2,148.86,100.0,3766,1
2023-08-09,Kurnool,18.35,131.8,100.0,3766,1
2023-08-10,Kurnool,21.87,149.05,100.0,3766,1
2023-08-11,Kurnool,3.86,152.69000000000003,100.0,3766,1
2023-08-12,Kurnool,49.16,198.91000000000003,100.0,3766,1
2023-08-13,Kurnool,10.85,163.70000000000002,100.0,3766,1
2023-08-14,Kurnool,9.66,131.95000000000002,100.0,3766,1
2023-08-15,Kurnool,14.63,128.38000000000002,100.0,3766,1
2023-08-16,Kurnool,0.96,110.99000000000001,100.0,3766,1
2023-08-17,Kurnool,3.64,92.76,100.0,3766,1
2023-08-18,Kurnool,26.79,115.69,100.0,3766,1
2023-08-19,Kurnool,1.73,68.26,100.0,3766,0
2023-08-20,Kurnool,18.48,75.89000000000001,100.0,3766,0
2023-08-21,Kurnool,5.63,71.86000000000001,100.0,3766,0
2023-08-22,Kurnool,9.86,67.09000000000002,100.0,3766,0
2023-08-23,Kurnool,6.81,72.94000000000003,100.0,3766,0
2023-08-24,Kurnool,8.79,78.09000000000002,100.0,3766,0
2023-08-25,Kurnool,25.39,76.69000000000001,100.0,3766,0
2023-08-26,Kurnool,7.05,82.01,100.0,3766,1
2023-08-27,Kurnool,16.71,80.24000000000001,100.0,3766,1
2023-08-28,Kurnool,12.93,87.54000000000002,100.0,3766,1
2023-08-29,Kurnool,21.79,99.47000000000001,100.0,3766,1
2023-08-30,Kurnool,55.24,147.90000000000003,100.0,3766,1
2023-08-31,Kurnool,26.38,165.49000000000004,100.0,3766,1
2023-09-01,Kurnool,4.84,144.94,100.0,3766,1
2023-09-02,Kurnool,0.63,138.52000000000004,100.0,3766,1
2023-09-03,Kurnool,6.08,127.89000000000001,100.0,3766,1
2023-09-04,Kurnool,18.08,133.04000000000002,100.0,3766,1
2023-09-05,Kurnool,1.06,112.31000000000002,100.0,3766,1
2023-09-06,Kurnool,13.72,70.79000000000002,100.0,3766,0
2023-09-07,Kurnool,18.17,62.58000000000002,100.0,3766,0
2023-09-08,Kurnool,8.14,65.88000000000002,100.0,3766,0
2023-09-09,Kurnool,29.47,94.72000000000003,100.0,3766,1
2023-09-10,Kurnool,2.25,90.89000000000001,100.0,3766,1
2023-09-11,Kurnool,1.56,74.37,100.0,3766,0
2023-09-12,Kurnool,26.05,99.36000000000001,100.0,3766,1
2023-09-13,Kurnool,13.68,99.32000000000002,100.0,3766,1
2023-09-14,Kurnool,23.32,104.47,100.0,3766,1
2023-09-15,Kurnool,11.41,107.74000000000002,100.0,3766,1
2023-09-16,Kurnool,5.66,83.93,100.0,3766,1
2023-09-17,Kurnool,34.2,115.88000000000001,100.0,3766,1
2023-09-18,Kurnool,32.13,146.45000000000002,100.0,3766,1
2023-09-19,Kurnool,23.73,144.13000000000002,100.0,3766,1
2023-09-20,Kurnool,6.35,136.80000000000004,100.0,3766,1
2023-09-21,Kurnool,17.84,131.32000000000002,100.0,3766,1
2023-09-22,Kurnool,8.96,128.87,100.0,3766,1
2023-09-23,Kurnool,1.92,125.13000000000002,100.0,3766,1
2023-09-24,Kurnool,49.85,140.78000000000003,100.0,3766,1
2023-09-25,Kurnool,2.94,111.59000000000003,100.0,3766,1
2023-09-26,Kurnool,60.01,147.87,100.0,3766,1
2023-09-27,Kurnool,11.81,153.33,100.0,3766,1
2023-09-28,Kurnool,4.09,139.58,100.0,3766,1
2023-09-29,Kurnool,15.61,146.23000000000002,100.0,3766,1
2023-09-30,Kurnool,41.26,185.57000000000002,100.0,3766,1
2023-10-01,Kurnool,3.95,139.67,99.77,3766,1
2023-10-02,Kurnool,4.93,141.66,99.16,3766,1
2023-10-03,Kurnool,3.23,84.88000000000001,98.71,3766,1
2023-10-04,Kurnool,3.54,76.61000000000001,98.18,3766,0
2023-10-05,Kurnool,5.68,78.2,97.76,3766,0
2023-10-06,Kurnool,0.86,63.45000000000001,97.08,3766,0
2023-10-07,Kurnool,2.02,24.210000000000015,96.4,3766,0
2023-10-08,Kurnool,0.75,21.010000000000016,95.8,3766,0
2023-10-09,Kurnool,13.19,29.270000000000014,95.63,3766,0
2023-10-10,Kurnool,8.65,34.69000000000001,94.94,3766,0
2023-10-11,Kurnool,0.12,31.270000000000014,94.37,3766,0
