date,district,reservoir_level_pct,capacity_mcft
2023-12-17,Guntur,67.11,4519
2023-12-18,Guntur,66.49,4519
2023-12-19,Guntur,66.21,4519
2023-12-20,Guntur,65.7,4519
2023-12-21,Guntur,65.33,4519
2023-12-22,Guntur,64.63,4519
2023-12-23,Guntur,63.86,4519
2023-12-24,Guntur,63.14,4519
2023-12-25,Guntur,62.85,4519
2023-12-26,Guntur,62.62,4519
2023-12-27,Guntur,62.19,4519
2023-12-28,Guntur,62.08,4519
2023-12-29,Guntur,61.96,4519
2023-12-30,Guntur,61.48,4519
2023-12-31,Guntur,61.01,4519
2023-01-01,Kurnool,86.58,3766
2023-01-02,Kurnool,85.81,3766
2023-01-03,Kurnool,85.68,3766
2023-01-04,Kurnool,85.51,3766
2023-01-05,Kurnool,85.38,3766
2023-01-06,Kurnool,85.15,3766
2023-01-07,Kurnool,84.67,3766
2023-01-08,Kurnool,84.12,3766
2023-01-09,Kurnool,83.98,3766
2023-01-10,Kurnool,83.22,3766
2023-01-11,Kurnool,82.53,3766
2023-01-12,Kurnool,82.22,3766
2023-01-13,Kurnool,82.07,3766
2023-01-14,Kurnool,81.85,3766
2023-01-15,Kurnool,81.66,3766
2023-01-16,Kurnool,81.48,3766
2023-01-17,Kurnool,81.01,3766
2023-01-18,Kurnool,80.74,3766
2023-01-19,Kurnool,80.39,3766
2023-01-20,Kurnool,79.6,3766
2023-01-21,Kurnool,79.02,3766
2023-01-22,Kurnool,78.25,3766
2023-01-23,Kurnool,78.05,3766
2023-01-24,Kurnool,77.69,3766
2023-01-25,Kurnool,77.2,3766
2023-01-26,Kurnool,77.05,3766
2023-01-27,Kurnool,76.94,3766
2023-01-28,Kurnool,76.37,3766
2023-01-29,Kurnool,75.82,3766
2023-01-30,Kurnool,75.44,3766
2023-01-31,Kurnool,74.99,3766
2023-02-01,Kurnool,74.6,3766
2023-02-02,Kurnool,74.49,3766
2023-02-03,Kurnool,74.15,3766
2023-02-04,Kurnool,73.93,3766
2023-02-05,Kurnool,73.76,3766
2023-02-06,Kurnool,72.99,3766
2023-02-07,Kurnool,72.47,3766
2023-02-08,Kurnool,71.86,3766
2023-02-09,Kurnool,71.54,3766
2023-02-10,Kurnool,71.16,3766
2023-02-11,Kurnool,70.9,3766
2023-02-12,Kurnool,70.73,3766
2023-02-13,Kurnool,70.5,3766
2023-02-14,Kurnool,69.85,3766
2023-02-15,Kurnool,69.27,3766
2023-02-16,Kurnool,68.79,3766
2023-02-17,Kurnool,68.36,3766
2023-02-18,Kurnool,67.61,3766
2023-02-19,Kurnool,67.46,3766
2023-02-20,Kurnool,67.16,3766
2023-02-21,Kurnool,66.82,3766
2023-02-22,Kurnool,66.17,3766
2023-02-23,Kurnool,65.38,3766
2023-02-24,Kurnool,65.11,3766
2023-02-25,Kurnool,64.4,3766
2023-02-26,Kurnool,63.71,3766
2023-02-27,Kurnool,63.46,3766
2023-02-28,Kurnool,63.08,3766
2023-03-01,Kurnool,62.69,3766
2023-03-02,Kurnool,61.91,3766
2023-03-03,Kurnool,61.68,3766
2023-03-04,Kurnool,61.02,3766
2023-03-05,Kurnool,60.69,3766
2023-03-06,Kurnool,60.07,3766
2023-03-07,Kurnool,59.68,3766
2023-03-08,Kurnool,59.17,3766
2023-03-09,Kurnool,58.49,3766
2023-03-10,Kurnool,57.83,3766
2023-03-11,Kurnool,57.12,3766
2023-03-12,Kurnool,56.98,3766
2023-03-13,Kurnool,56.4,3766
2023-03-14,Kurnool,56.2,3766
2023-03-15,Kurnool,55.81,3766
2023-03-16,Kurnool,55.32,3766
2023-03-17,Kurnool,54.94,3766
2023-03-18,Kurnool,54.48,3766
2023-03-19,Kurnool,53.68,3766
2023-03-20,Kurnool,53.49,3766
2023-03-21,Kurnool,52.91,3766
2023-03-22,Kurnool,52.54,3766
2023-03-23,Kurnool,52.34,3766
2023-03-24,Kurnool,52.13,3766
2023-03-25,Kurnool,51.37,3766
2023-03-26,Kurnool,50.65,3766
2023-03-27,Kurnool,49.92,3766
2023-03-28,Kurnool,49.12,3766
2023-03-29,Kurnool,48.88,3766
2023-03-30,Kurnool,48.53,3766
2023-03-31,Kurnool,47.96,3766
2023-04-01,Kurnool,47.52,3766
2023-04-02,Kurnool,47.13,3766
2023-04-03,Kurnool,46.78,3766
2023-04-04,Kurnool,46.26,3766
2023-04-05,Kurnool,45.76,3766
2023-04-06,Kurnool,45.55,3766
2023-04-07,Kurnool,45.12,3766
2023-04-08,Kurnool,44.63,3766
2023-04-09,Kurnool,44.13,3766
2023-04-10,Kurnool,43.88,3766
2023-04-11,Kurnool,43.26,3766
2023-04-12,Kurnool,43.14,3766
2023-04-13,Kurnool,42.8,3766
2023-04-14,Kurnool,42.15,3766
2023-04-15,Kurnool,41.66,3766
2023-04-16,Kurnool,41.37,3766
2023-04-17,Kurnool,40.79,3766
2023-04-18,Kurnool,40.29,3766
2023-04-19,Kurnool,39.63,3766
2023-04-20,Kurnool,39.02,3766
2023-04-21,Kurnool,38.49,3766
2023-04-22,Kurnool,38.05,3766
2023-04-23,Kurnool,37.85,3766
2023-04-24,Kurnool,37.57,3766
2023-04-25,Kurnool,37.18,3766
2023-04-26,Kurnool,36.66,3766
2023-04-27,Kurnool,36.2,3766
2023-04-28,Kurnool,35.9,3766
2023-04-29,Kurnool,35.79,3766
2023-04-30,Kurnool,35.35,3766
2023-05-01,Kurnool,35.05,3766
2023-05-02,Kurnool,34.43,3766
2023-05-03,Kurnool,34.31,3766
2023-05-04,Kurnool,33.81,3766
2023-05-05,Kurnool,33.05,3766
2023-05-06,Kurnool,32.82,3766
2023-05-07,Kurnool,32.39,3766
2023-05-08,Kurnool,32.23,3766
2023-05-09,Kurnool,31.69,3766
2023-05-10,Kurnool,31.21,3766
2023-05-11,Kurnool,30.82,3766
2023-05-12,Kurnool,30.36,3766
2023-05-13,Kurnool,29.63,3766
2023-05-14,Kurnool,29.39,3766
2023-05-15,Kurnool,29.28,3766
2023-05-16,Kurnool,28.57,3766
2023-05-17,Kurnool,28.07,3766
2023-05-18,Kurnool,27.35,3766
2023-05-19,Kurnool,26.83,3766
2023-05-20,Kurnool,26.16,3766
2023-05-21,Kurnool,25.76,3766
2023-05-22,Kurnool,25.13,3766
2023-05-23,Kurnool,24.4,3766
2023-05-24,Kurnool,23.89,3766
2023-05-25,Kurnool,23.67,3766
2023-05-26,Kurnool,23.38,3766
2023-05-27,Kurnool,23.14,3766
2023-05-28,Kurnool,22.87,3766
2023-05-29,Kurnool,22.55,3766
2023-05-30,Kurnool,22.07,3766
2023-05-31,Kurnool,21.55,3766
2023-06-01,Kurnool,22.91,3766
2023-06-02,Kurnool,24.64,3766
2023-06-03,Kurnool,25.3,3766
2023-06-04,Kurnool,25.98,3766
2023-06-05,Kurnool,26.82,3766
2023-06-06,Kurnool,28.36,3766
2023-06-07,Kurnool,29.28,3766
2023-06-08,Kurnool,30.35,3766
2023-06-09,Kurnool,31.65,3766
2023-06-10,Kurnool,33.77,3766
2023-06-11,Kurnool,34.3,3766
2023-06-12,Kurnool,36.1,3766
2023-06-13,Kurnool,37.94,3766
2023-06-14,Kurnool,40.04,3766
2023-06-15,Kurnool,42.4,3766
2023-06-16,Kurnool,42.94,3766
2023-06-17,Kurnool,43.75,3766
2023-06-18,Kurnool,46.02,3766
2023-06-19,Kurnool,47.44,3766
2023-06-20,Kurnool,49.07,3766
2023-06-21,Kurnool,50.89,3766
2023-06-22,Kurnool,52.75,3766
2023-06-23,Kurnool,55.12,3766
2023-06-24,Kurnool,57.61,3766
2023-06-25,Kurnool,59.55,3766
2023-06-26,Kurnool,60.62,3766
2023-06-27,Kurnool,62.88,3766
2023-06-28,Kurnool,63.48,3766
2023-06-29,Kurnool,64.44,3766
2023-06-30,Kurnool,66.74,3766
2023-07-01,Kurnool,67.75,3766
2023-07-02,Kurnool,68.69,3766
2023-07-03,Kurnool,69.47,3766
2023-07-04,Kurnool,71.69,3766
2023-07-05,Kurnool,73.19,3766
2023-07-06,Kurnool,75.04,3766
2023-07-07,Kurnool,76.02,3766
2023-07-08,Kurnool,78.03,3766
2023-07-09,Kurnool,80.05,3766
2023-07-10,Kurnool,81.18,3766
2023-07-11,Kurnool,82.5,3766
2023-07-12,Kurnool,83.42,3766
2023-07-13,Kurnool,85.87,3766
2023-07-14,Kurnool,87.66,3766
2023-07-15,Kurnool,90.03,3766
2023-07-16,Kurnool,91.14,3766
2023-07-17,Kurnool,93.2,3766
2023-07-18,Kurnool,95.23,3766
2023-07-19,Kurnool,97.12,3766
2023-07-20,Kurnool,99.55,3766
2023-07-21,Kurnool,100.0,3766
2023-07-22,Kurnool,100.0,3766
2023-07-23,Kurnool,100.0,3766
2023-07-24,Kurnool,100.0,3766
2023-07-25,Kurnool,100.0,3766
2023-07-26,Kurnool,100.0,3766
2023-07-27,Kurnool,100.0,3766
2023-07-28,Kurnool,100.0,3766
2023-07-29,Kurnool,100.0,3766
2023-07-30,Kurnool,100.0,3766
2023-07-31,Kurnool,100.0,3766
2023-08-01,Kurnool,100.0,3766
2023-08-02,Kurnool,100.0,3766
2023-08-03,Kurnool,100.0,3766
2023-08-04,Kurnool,100.0,3766
2023-08-05,Kurnool,100.0,3766
2023-08-06,Kurnool,100.0,3766
2023-08-07,Kurnool,100.0,3766
2023-08-08,Kurnool,100.0,3766
2023-08-09,Kurnool,100.0,3766
2023-08-10,Kurnool,100.0,3766
2023-08-11,Kurnool,100.0,3766
2023-08-12,Kurnool,100.0,3766
2023-08-13,Kurnool,100.0,3766
2023-08-14,Kurnool,100.0,3766
2023-08-15,Kurnool,100.0,3766
2023-08-16,Kurnool,100.0,3766
2023-08-17,Kurnool,100.0,3766
2023-08-18,Kurnool,100.0,3766
2023-08-19,Kurnool,100.0,3766
2023-08-20,Kurnool,100.0,3766
2023-08-21,Kurnool,100.0,3766
2023-08-22,Kurnool,100.0,3766
2023-08-23,Kurnool,100.0,3766
2023-08-24,Kurnool,100.0,3766
2023-08-25,Kurnool,100.0,3766
2023-08-26,Kurnool,100.0,3766
2023-08-27,Kurnool,100.0,3766
2023-08-28,Kurnool,100.0,3766
2023-08-29,Kurnool,100.0,3766
2023-08-30,Kurnool,100.0,3766
2023-08-31,Kurnool,100.0,3766
2023-09-01,Kurnool,100.0,3766
2023-09-02,Kurnool,100.0,3766
2023-09-03,Kurnool,100.0,3766
2023-09-04,Kurnool,100.0,3766
2023-09-05,Kurnool,100.0,3766
2023-09-06,Kurnool,100.0,3766
2023-09-07,Kurnool,100.0,3766
2023-09-08,Kurnool,100.0,3766
2023-09-09,Kurnool,100.0,3766
2023-09-10,Kurnool,100.0,3766
2023-09-11,Kurnool,100.0,3766
2023-09-12,Kurnool,100.0,3766
2023-09-13,Kurnool,100.0,3766
2023-09-14,Kurnool,100.0,3766
2023-09-15,Kurnool,100.0,3766
2023-09-16,Kurnool,100.0,3766
2023-09-17,Kurnool,100.0,3766
2023-09-18,Kurnool,100.0,3766
2023-09-19,Kurnool,100.0,3766
2023-09-20,Kurnool,100.0,3766
2023-09-21,Kurnool,100.0,3766
2023-09-22,Kurnool,100.0,3766
2023-09-23,Kurnool,100.0,3766
2023-09-24,Kurnool,100.0,3766
2023-09-25,Kurnool,100.0,3766
2023-09-26,Kurnool,100.0,3766
2023-09-27,Kurnool,100.0,3766
2023-09-28,Kurnool,100.0,3766
2023-09-29,Kurnool,100.0,3766
2023-09-30,Kurnool,100.0,3766
2023-10-01,Kurnool,99.77,3766
2023-10-02,Kurnool,99.16,3766
2023-10-03,Kurnool,98.71,3766
2023-10-04,Kurnool,98.18,3766
2023-10-05,Kurnool,97.76,3766
2023-10-06,Kurnool,97.08,3766
2023-10-07,Kurnool,96.4,3766
2023-10-08,Kurnool,95.8,3766
2023-10-09,Kurnool,95.63,3766
2023-10-10,Kurnool,94.94,3766
2023-10-11,Kurnool,94.37,3766
2023-10-12,Kurnool,93.78,3766
2023-10-13,Kurnool,93.43,3766
2023-10-14,Kurnool,92.71,3766
2023-10-15,Kurnool,92.11,3766
2023-10-16,Kurnool,91.93,3766
2023-10-17,Kurnool,91.54,3766
2023-10-18,Kurnool,90.82,3766
2023-10-19,Kurnool,90.69,3766
2023-10-20,Kurnool,89.92,3766
2023-10-21,Kurnool,89.34,3766
2023-10-22,Kurnool,88.8,3766
2023-10-23,Kurnool,88.51,3766
2023-10-24,Kurnool,88.23,3766
2023-10-25,Kurnool,87.48,3766
2023-10-26,Kurnool,87.17,3766
2023-10-27,Kurnool,86.52,3766
2023-10-28,Kurnool,86.15,3766
2023-10-29,Kurnool,85.95,3766
2023-10-30,Kurnool,85.84,3766
2023-10-31,Kurnool,85.36,3766
2023-11-01,Kurnool,84.58,3766
2023-11-02,Kurnool,84.22,3766
2023-11-03,Kurnool,83.87,3766
2023-11-04,Kurnool,83.53,3766
2023-11-05,Kurnool,83.07,3766
2023-11-06,Kurnool,82.66,3766
2023-11-07,Kurnool,81.94,3766
2023-11-08,Kurnool,81.49,3766
2023-11-09,Kurnool,81.03,3766
2023-11-10,Kurnool,80.84,3766
2023-11-11,Kurnool,80.05,3766
2023-11-12,Kurnool,79.77,3766
2023-11-13,Kurnool,79.62,3766
2023-11-14,Kurnool,79.06,3766
2023-11-15,Kurnool,78.54,3766
2023-11-16,Kurnool,78.15,3766
2023-11-17,Kurnool,77.75,3766
2023-11-18,Kurnool,77.1,3766
2023-11-19,Kurnool,76.87,3766
2023-11-20,Kurnool,76.19,3766
2023-11-21,Kurnool,75.64,3766
2023-11-22,Kurnool,75.25,3766
2023-11-23,Kurnool,74.83,3766
2023-11-24,Kurnool,74.55,3766
2023-11-25,Kurnool,73.92,3766
2023-11-26,Kurnool,73.46,3766
2023-11-27,Kurnool,73.14,3766
2023-11-28,Kurnool,72.62,3766
2023-11-29,Kurnool,71.82,3766
2023-11-30,Kurnool,71.42,3766
2023-12-01,Kurnool,70.67,3766
2023-12-02,Kurnool,70.33,3766
2023-12-03,Kurnool,70.19,3766
2023-12-04,Kurnool,69.95,3766
2023-12-05,Kurnool,69.56,3766
2023-12-06,Kurnool,69.3,3766
2023-12-07,Kurnool,69.2,3766
2023-12-08,Kurnool,68.46,3766
2023-12-09,Kurnool,67.77,3766
2023-12-10,Kurnool,67.15,3766
2023-12-11,Kurnool,66.93,3766
2023-12-12,Kurnool,66.75,3766
2023-12-13,Kurnool,66.6,3766
2023-12-14,Kurnool,66.0,3766
2023-12-15,Kurnool,65.25,3766
2023-12-16,Kurnool,64.84,3766
2023-12-17,Kurnool,64.66,3766
2023-12-18,Kurnool,64.2,3766
2023-12-19,Kurnool,63.86,3766
2023-12-20,Kurnool,63.5,3766
2023-12-21,Kurnool,62.96,3766
2023-12-22,Kurnool,62.36,3766
2023-12-23,Kurnool,62.18,3766
2023-12-24,Kurnool,62.06,3766
2023-12-25,Kurnool,61.26,3766
2023-12-26,Kurnool,61.0,3766
2023-12-27,Kurnool,60.86,3766
2023-12-28,Kurnool,60.63,3766
2023-12-29,Kurnool,60.5,3766
2023-12-30,Kurnool,60.12,3766
2023-12-31,Kurnool,59.46,3766
2023-01-01,Nellore,77.46,3520
2023-01-02,Nellore,76.79,3520
2023-01-03,Nellore,76.08,3520
2023-01-04,Nellore,75.43,3520
2023-01-05,Nellore,74.86,3520
2023-01-06,Nellore,74.74,3520
2023-01-07,Nellore,74.27,3520
2023-01-08,Nellore,74.14,3520
2023-01-09,Nellore,73.48,3520
2023-01-10,Nellore,73.15,3520
2023-01-11,Nellore,72.66,3520
2023-01-12,Nellore,72.36,3520
2023-01-13,Nellore,71.71,3520
2023-01-14,Nellore,70.99,3520
2023-01-15,Nellore,70.61,3520
2023-01-16,Nellore,69.91,3520
2023-01-17,Nellore,69.62,3520
2023-01-18,Nellore,69.15,3520
2023-01-19,Nellore,68.45,3520
2023-01-20,Nellore,68.12,3520
2023-01-21,Nellore,67.35,3520
2023-01-22,Nellore,67.17,3520
2023-01-23,Nellore,67.05,3520
2023-01-24,Nellore,66.32,3520
2023-01-25,Nellore,66.17,3520
2023-01-26,Nellore,65.38,3520
2023-01-27,Nellore,64.61,3520
2023-01-28,Nellore,64.42,3520
2023-01-29,Nellore,63.94,3520
2023-01-30,Nellore,63.71,3520
2023-01-31,Nellore,63.31,3520
2023-02-01,Nellore,63.17,3520
2023-02-02,Nellore,62.91,3520
2023-02-03,Nellore,62.56,3520
2023-02-04,Nellore,62.15,3520
2023-02-05,Nellore,61.37,3520
2023-02-06,Nellore,60.7,3520
2023-02-07,Nellore,60.08,3520
2023-02-08,Nellore,59.61,3520
2023-02-09,Nellore,58.92,3520
2023-02-10,Nellore,58.58,3520
2023-02-11,Nellore,57.99,3520
2023-02-12,Nellore,57.19,3520
2023-02-13,Nellore,56.87,3520
2023-02-14,Nellore,56.3,3520
2023-02-15,Nellore,55.61,3520
2023-02-16,Nellore,54.87,3520
2023-02-17,Nellore,54.26,3520
2023-02-18,Nellore,53.97,3520
2023-02-19,Nellore,53.64,3520
2023-02-20,Nellore,53.52,3520
2023-02-21,Nellore,52.89,3520
2023-02-22,Nellore,52.76,3520
2023-02-23,Nellore,52.06,3520
2023-02-24,Nellore,51.87,3520
2023-02-25,Nellore,51.65,3520
2023-02-26,Nellore,51.22,3520
2023-02-27,Nellore,50.6,3520
2023-02-28,Nellore,50.4,3520
2023-03-01,Nellore,50.0,3520
2023-03-02,Nellore,49.56,3520
2023-03-03,Nellore,49.31,3520
2023-03-04,Nellore,49.13,3520
2023-03-05,Nellore,48.44,3520
2023-03-06,Nellore,47.99,3520
2023-03-07,Nellore,47.88,3520
2023-03-08,Nellore,47.22,3520
2023-03-09,Nellore,46.43,3520
2023-03-10,Nellore,45.91,3520
2023-03-11,Nellore,45.46,3520
2023-03-12,Nellore,44.74,3520
2023-03-13,Nellore,43.97,3520
2023-03-14,Nellore,43.35,3520
2023-03-15,Nellore,42.93,3520
2023-03-16,Nellore,42.42,3520
2023-03-17,Nellore,41.83,3520
2023-03-18,Nellore,41.59,3520
2023-03-19,Nellore,41.18,3520
2023-03-20,Nellore,40.5,3520
2023-03-21,Nellore,39.94,3520
2023-03-22,Nellore,39.55,3520
2023-03-23,Nellore,38.99,3520
2023-03-24,Nellore,38.81,3520
2023-03-25,Nellore,38.42,3520
2023-03-26,Nellore,37.77,3520
2023-03-27,Nellore,37.52,3520
2023-03-28,Nellore,37.29,3520
2023-03-29,Nellore,36.52,3520
2023-03-30,Nellore,36.27,3520
2023-03-31,Nellore,35.99,3520
2023-04-01,Nellore,35.21,3520
2023-04-02,Nellore,34.6,3520
2023-04-03,Nellore,34.01,3520
2023-04-04,Nellore,33.31,3520
2023-04-05,Nellore,33.13,3520
2023-04-06,Nellore,32.54,3520
2023-04-07,Nellore,32.08,3520
2023-04-08,Nellore,31.4,3520
2023-04-09,Nellore,30.95,3520
2023-04-10,Nellore,30.41,3520
2023-04-11,Nellore,29.98,3520
2023-04-12,Nellore,29.54,3520
2023-04-13,Nellore,28.91,3520
2023-04-14,Nellore,28.37,3520
2023-04-15,Nellore,27.82,3520
2023-04-16,Nellore,27.41,3520
2023-04-17,Nellore,26.94,3520
2023-04-18,Nellore,26.31,3520
2023-04-19,Nellore,25.64,3520
2023-04-20,Nellore,25.05,3520
2023-04-21,Nellore,24.3,3520
2023-04-22,Nellore,23.63,3520
2023-04-23,Nellore,23.13,3520
2023-04-24,Nellore,22.56,3520
2023-04-25,Nellore,21.81,3520
2023-04-26,Nellore,21.28,3520
2023-04-27,Nellore,20.6,3520
2023-04-28,Nellore,20.02,3520
2023-04-29,Nellore,19.54,3520
2023-04-30,Nellore,19.27,3520
2023-05-01,Nellore,18.87,3520
2023-05-02,Nellore,18.09,3520
2023-05-03,Nellore,17.53,3520
2023-05-04,Nellore,17.03,3520
2023-05-05,Nellore,16.28,3520
2023-05-06,Nellore,15.77,3520
2023-05-07,Nellore,15.3,3520
2023-05-08,Nellore,14.67,3520
2023-05-09,Nellore,14.07,3520
2023-05-10,Nellore,13.84,3520
2023-05-11,Nellore,13.41,3520
2023-05-12,Nellore,12.98,3520
2023-05-13,Nellore,12.61,3520
2023-05-14,Nellore,12.15,3520
2023-05-15,Nellore,11.76,3520
2023-05-16,Nellore,11.52,3520
2023-05-17,Nellore,11.13,3520
2023-05-18,Nellore,10.98,3520
2023-05-19,Nellore,10.48,3520
2023-05-20,Nellore,10.0,3520
2023-05-21,Nellore,10.0,3520
2023-05-22,Nellore,10.0,3520
2023-05-23,Nellore,10.0,3520
2023-05-24,Nellore,10.0,3520
2023-05-25,Nellore,10.0,3520
2023-05-26,Nellore,10.0,3520
2023-05-27,Nellore,10.0,3520
2023-05-28,Nellore,10.0,3520
2023-05-29,Nellore,10.0,3520
2023-05-30,Nellore,10.0,3520
2023-05-31,Nellore,10.0,3520
2023-06-01,Nellore,12.12,3520
2023-06-02,Nellore,13.31,3520
2023-06-03,Nellore,14.03,3520
2023-06-04,Nellore,15.67,3520
2023-06-05,Nellore,17.34,3520
2023-06-06,Nellore,19.27,3520
2023-06-07,Nellore,20.25,3520
2023-06-08,Nellore,21.63,3520
2023-06-09,Nellore,22.7,3520
2023-06-10,Nellore,23.36,3520
2023-06-11,Nellore,25.61,3520
2023-06-12,Nellore,27.57,3520
2023-06-13,Nellore,28.68,3520
2023-06-14,Nellore,30.37,3520
2023-06-15,Nellore,31.28,3520
2023-06-16,Nellore,33.56,3520
2023-06-17,Nellore,34.29,3520
2023-06-18,Nellore,34.79,3520
2023-06-19,Nellore,36.3,3520
2023-06-20,Nellore,37.96,3520
2023-06-21,Nellore,39.62,3520
2023-06-22,Nellore,40.23,3520
2023-06-23,Nellore,41.36,3520
2023-06-24,Nellore,42.86,3520
2023-06-25,Nellore,43.79,3520
2023-06-26,Nellore,46.04,3520
2023-06-27,Nellore,46.71,3520
2023-06-28,Nellore,48.19,3520
2023-06-29,Nellore,50.07,3520
2023-06-30,Nellore,51.09,3520
2023-07-01,Nellore,52.84,3520
2023-07-02,Nellore,55.0,3520
2023-07-03,Nellore,55.88,3520
2023-07-04,Nellore,58.21,3520
2023-07-05,Nellore,59.82,3520
2023-07-06,Nellore,60.92,3520
2023-07-07,Nellore,62.28,3520
2023-07-08,Nellore,63.41,3520
2023-07-09,Nellore,65.36,3520
2023-07-10,Nellore,67.45,3520
2023-07-11,Nellore,69.61,3520
2023-07-12,Nellore,72.09,3520
2023-07-13,Nellore,74.17,3520
2023-07-14,Nellore,75.87,3520
2023-07-15,Nellore,77.05,3520
2023-07-16,Nellore,78.64,3520
2023-07-17,Nellore,79.22,3520
2023-07-18,Nellore,81.21,3520
2023-07-19,Nellore,82.6,3520
2023-07-20,Nellore,83.14,3520
2023-07-21,Nellore,83.77,3520
2023-07-22,Nellore,85.04,3520
2023-07-23,Nellore,86.71,3520
2023-07-24,Nellore,88.14,3520
2023-07-25,Nellore,89.88,3520
2023-07-26,Nellore,91.34,3520
2023-07-27,Nellore,93.16,3520
2023-07-28,Nellore,94.1,3520
2023-07-29,Nellore,94.82,3520
2023-07-30,Nellore,96.52,3520
2023-07-31,Nellore,97.99,3520
2023-08-01,Nellore,98.54,3520
2023-08-02,Nellore,99.8,3520
2023-08-03,Nellore,100.0,3520
2023-08-04,Nellore,100.0,3520
2023-08-05,Nellore,100.0,3520
2023-08-06,Nellore,100.0,3520
2023-08-07,Nellore,100.0,3520
2023-08-08,Nellore,100.0,3520
2023-08-09,Nellore,100.0,3520
2023-08-10,Nellore,100.0,3520
2023-08-11,Nellore,100.0,3520
2023-08-12,Nellore,100.0,3520
2023-08-13,Nellore,100.0,3520
2023-08-14,Nellore,100.0,3520
2023-08-15,Nellore,100.0,3520
2023-08-16,Nellore,100.0,3520
2023-08-17,Nellore,100.0,3520
2023-08-18,Nellore,100.0,3520
2023-08-19,Nellore,100.0,3520
2023-08-20,Nellore,100.0,3520
2023-08-21,Nellore,100.0,3520
2023-08-22,Nellore,100.0,3520
2023-08-23,Nellore,100.0,3520
2023-08-24,Nellore,100.0,3520
2023-08-25,Nellore,100.0,3520
2023-08-26,Nellore,100.0,3520
2023-08-27,Nellore,100.0,3520
2023-08-28,Nellore,100.0,3520
2023-08-29,Nellore,100.0,3520
2023-08-30,Nellore,100.0,3520
2023-08-31,Nellore,100.0,3520
2023-09-01,Nellore,100.0,3520
2023-09-02,Nellore,100.0,3520
2023-09-03,Nellore,100.0,3520
2023-09-04,Nellore,100.0,3520
2023-09-05,Nellore,100.0,3520
2023-09-06,Nellore,100.0,3520
2023-09-07,Nellore,100.0,3520
2023-09-08,Nellore,100.0,3520
2023-09-09,Nellore,100.0,3520
2023-09-10,Nellore,100.0,3520
2023-09-11,Nellore,100.0,3520
2023-09-12,Nellore,100.0,3520
2023-09-13,Nellore,100.0,3520
2023-09-14,Nellore,100.0,3520
2023-09-15,Nellore,100.0,3520
2023-09-16,Nellore,100.0,3520
2023-09-17,Nellore,100.0,3520
2023-09-18,Nellore,100.0,3520
2023-09-19,Nellore,100.0,3520
2023-09-20,Nellore,100.0,3520
2023-09-21,Nellore,100.0,3520
2023-09-22,Nellore,100.0,3520
2023-09-23,Nellore,100.0,3520
2023-09-24,Nellore,100.0,3520
2023-09-25,Nellore,100.0,3520
2023-09-26,Nellore,100.0,3520
2023-09-27,Nellore,100.0,3520
2023-09-28,Nellore,100.0,3520
2023-09-29,Nellore,100.0,3520
2023-09-30,Nellore,100.0,3520
2023-10-01,Nellore,99.76,3520
2023-10-02,Nellore,99.6,3520
2023-10-03,Nellore,99.13,3520
2023-10-04,Nellore,98.45,3520
2023-10-05,Nellore,98.28,3520
2023-10-06,Nellore,97.63,3520
2023-10-07,Nellore,96.96,3520
2023-10-08,Nellore,96.52,3520
2023-10-09,Nellore,96.38,3520
2023-10-10,Nellore,96.16,3520
2023-10-11,Nellore,95.56,3520
2023-10-12,Nellore,94.97,3520
2023-10-13,Nellore,94.24,3520
2023-10-14,Nellore,93.73,3520
2023-10-15,Nellore,93.54,3520
2023-10-16,Nellore,93.36,3520
2023-10-17,Nellore,92.75,3520
2023-10-18,Nellore,92.52,3520
2023-10-19,Nellore,92.19,3520
2023-10-20,Nellore,91.75,3520
2023-10-21,Nellore,91.64,3520
2023-10-22,Nellore,91.36,3520
2023-10-23,Nellore,90.98,3520
2023-10-24,Nellore,90.68,3520
2023-10-25,Nellore,90.48,3520
2023-10-26,Nellore,89.87,3520
2023-10-27,Nellore,89.21,3520
2023-10-28,Nellore,88.93,3520
2023-10-29,Nellore,88.28,3520
2023-10-30,Nellore,87.91,3520
2023-10-31,Nellore,87.46,3520
2023-11-01,Nellore,86.76,3520
2023-11-02,Nellore,86.13,3520
2023-11-03,Nellore,85.47,3520
2023-11-04,Nellore,85.28,3520
2023-11-05,Nellore,85.13,3520
2023-11-06,Nellore,84.4,3520
2023-11-07,Nellore,84.03,3520
2023-11-08,Nellore,83.73,3520
2023-11-09,Nellore,83.12,3520
2023-11-10,Nellore,82.44,3520
2023-11-11,Nellore,81.73,3520
2023-11-12,Nellore,81.41,3520
2023-11-13,Nellore,80.71,3520
2023-11-14,Nellore,80.59,3520
2023-11-15,Nellore,80.45,3520
2023-11-16,Nellore,79.91,3520
2023-11-17,Nellore,79.77,3520
2023-11-18,Nellore,79.44,3520
2023-11-19,Nellore,78.87,3520
2023-11-20,Nellore,78.54,3520
2023-11-21,Nellore,78.31,3520
2023-11-22,Nellore,78.01,3520
2023-11-23,Nellore,77.59,3520
2023-11-24,Nellore,77.16,3520
2023-11-25,Nellore,76.51,3520
2023-11-26,Nellore,75.89,3520
2023-11-27,Nellore,75.47,3520
2023-11-28,Nellore,74.77,3520
2023-11-29,Nellore,74.59,3520
2023-11-30,Nellore,74.32,3520
2023-12-01,Nellore,73.64,3520
2023-12-02,Nellore,73.27,3520
